#Frame          align      tailrms
    1070       1.3740       4.9880
    1071       1.3008       4.8730
    1072       1.3703       4.1382
    1073       1.3915       4.1023
    1074       1.2725       5.4687
    1075       1.3833       6.6282
    1076       1.1738       7.1190
    1077       1.2967       7.3336
    1078       1.4209       7.1543
    1079       1.3160       7.8071
    1080       1.2793       8.0311
    1081       1.4758       9.0953
    1082       1.1588       5.5287
    1083       1.2749       5.3493
    1084       1.1505       5.0707
    1085       1.3068       4.6704
    1086       1.2952       4.4739
    1087       1.1541       3.9467
    1088       1.1559       4.3555
    1089       1.0845       4.3247
    1090       1.2902       3.8304
    1091       1.2886       3.9028
    1092       1.2092       4.9660
    1093       1.1593       4.8019
    1094       1.3056       4.7316
    1095       1.3429       4.4980
    1096       1.1295       4.5734
    1097       1.3288       5.1660
    1098       1.3989       4.8110
    1099       1.2632       4.5144
    1100       1.2831       5.0734
    1101       1.6540       5.7427
    1102       1.0804       5.3530
    1103       1.3530       4.9971
    1104       1.3645       5.3073
    1105       1.5807       6.1512
    1106       1.5519       5.4060
    1107       1.6189       5.1267
    1108       1.2821       4.9371
    1109       1.6339       4.7597
    1110       1.3965       5.0062
    1111       1.4026       4.7851
    1112       1.3912       3.5485
    1113       1.1956       3.5496
    1114       1.3418       4.1296
    1115       1.1806       3.7353
    1116       1.1538       4.4846
    1117       1.2363       4.4147
    1118       1.2014       4.6286
    1119       1.3570       4.1627
    1120       1.3555       5.4775
    1121       1.2807       4.7030
    1122       1.2053       4.9410
    1123       1.1655       4.3499
    1124       1.0763       4.1912
    1125       1.2581       5.2848
    1126       1.0690       5.6953
    1127       1.2133       4.7583
    1128       1.3504       4.7138
    1129       1.2269       5.5087
    1130       1.0005       4.8338
    1131       1.0197       5.1140
    1132       1.1732       4.5859
    1133       1.0716       4.4436
    1134       1.3711       5.1252
    1135       1.1666       4.2101
    1136       1.1710       5.2503
    1137       1.4471       5.2472
    1138       1.3831       4.7194
    1139       1.2606       4.5293
    1140       1.3451       4.3139
    1141       1.2389       4.7937
    1142       1.3047       3.9122
    1143       1.1648       3.8491
    1144       1.1924       4.3264
    1145       1.3028       4.5068
    1146       1.2553       4.6140
    1147       1.4078       4.5864
    1148       1.2680       4.7113
    1149       1.3610       3.2864
    1150       1.1226       3.9671
    1151       1.2805       3.2841
    1152       1.3578       3.2301
    1153       1.1284       3.0532
    1154       1.1471       3.2184
    1155       1.3124       4.0671
    1156       1.2246       3.8698
    1157       1.3379       4.7479
    1158       1.1987       4.2281
    1159       1.1572       6.1853
    1160       1.3793       5.0576
    1161       1.3205       4.8864
    1162       1.3339       6.2771
    1163       1.3779       6.0960
    1164       1.3935       5.2995
    1165       1.3673       6.0074
    1166       1.2631       6.7319
    1167       1.5318       5.6438
    1168       1.4411       5.7311
    1169       1.2669       4.9833
    1170       1.2874       6.5449
    1171       1.1301       5.0273
    1172       1.6135       5.5301
    1173       1.4264       5.4862
    1174       1.3250       5.6829
    1175       1.4450       5.7592
    1176       1.1744       5.5548
    1177       1.3070       4.7687
    1178       1.3791       4.4637
    1179       1.1990       3.1986
    1180       1.5840       4.1515
    1181       1.1538       5.0757
    1182       1.1251       4.6434
    1183       1.4287       4.8677
    1184       1.2897       4.4511
    1185       1.4064       3.9852
    1186       1.3201       4.5528
    1187       1.2185       5.1673
    1188       1.3486       5.0051
    1189       1.1823       5.5299
    1190       1.3413       6.4652
    1191       1.5813       6.6372
    1192       1.3494       6.7274
    1193       1.3178       5.1581
    1194       1.5317       5.4367
    1195       1.1946       3.9125
    1196       1.3681       4.0941
    1197       1.2003       4.1011
    1198       1.2763       4.1754
    1199       1.3372       4.0945
    1200       1.2518       4.6275
    1201       1.3388       5.5108
    1202       1.3378       5.0499
    1203       1.2709       4.7099
    1204       1.2631       5.4061
    1205       1.4594       4.8511
    1206       1.2967       4.6595
    1207       1.2048       4.2415
    1208       1.0502       4.3296
    1209       1.1372       4.4907
    1210       1.2846       3.9122
    1211       1.0834       3.9691
    1212       1.1499       4.6035
    1213       1.1918       4.4167
    1214       1.0256       4.7060
    1215       1.1160       4.8132
    1216       1.3023       4.6686
    1217       1.1627       5.1655
    1218       1.2382       5.6663
    1219       1.1357       5.8354
    1220       1.3503       5.1236
    1221       1.3968       5.5216
    1222       1.2563       4.6659
    1223       1.1480       4.8803
    1224       1.2253       4.8901
    1225       1.2629       4.3679
    1226       1.1663       4.7406
    1227       1.2784       4.8246
    1228       1.1383       2.7974
    1229       1.3286       3.1467
    1230       1.2113       3.5217
    1231       1.2829       3.6722
    1232       1.3557       3.8723
    1233       1.3234       5.2976
    1234       1.3784       2.9009
    1235       1.6138       3.2249
    1236       1.3888       3.5988
    1237       1.1967       3.1567
    1238       1.3473       4.1683
    1239       1.3144       4.2300
    1240       1.2581       3.1328
    1241       1.1886       3.6329
    1242       1.3420       4.6228
    1243       1.5026       4.3532
    1244       1.4941       3.8329
    1245       1.3110       3.5507
    1246       1.9823       4.2322
    1247       1.8847       5.0990
    1248       1.6690       4.9254
    1249       1.6094       5.2115
    1250       1.3842       3.7528
    1251       1.5889       4.0712
    1252       1.7133       3.8759
    1253       1.5483       4.2559
    1254       1.5905       3.2715
    1255       1.5518       4.2686
    1256       1.9411       4.9929
    1257       1.4437       4.7957
    1258       1.8680       6.6647
    1259       1.8754       5.0291
    1260       1.9928       5.4281
    1261       1.5743       4.6367
    1262       1.5155       3.8041
    1263       1.3196       4.4921
    1264       1.5736       5.6918
    1265       1.6257       6.7785
    1266       1.5090       4.8718
    1267       1.8294       4.7175
    1268       1.5864       6.1863
    1269       1.8022       4.5152
    1270       1.7290       3.8898
    1271       1.6384       3.8356
    1272       1.5650       5.2251
    1273       1.3716       3.3359
    1274       1.5008       3.2249
    1275       1.6862       5.1654
    1276       1.5402       5.6819
    1277       1.2797       4.7037
    1278       1.8121       4.7403
    1279       1.7216       4.3628
    1280       1.7588       4.8463
    1281       1.8034       4.6255
    1282       1.7486       4.8739
    1283       1.7286       5.4793
    1284       1.7483       5.1319
    1285       1.7784       4.5232
    1286       1.8615       3.9379
    1287       2.0569       4.7711
    1288       1.9670       4.4351
    1289       1.9958       5.9508
    1290       1.8913       4.3691
    1291       1.8349       4.3069
    1292       1.9617       4.4704
    1293       1.4329       4.6999
    1294       1.8954       6.0532
    1295       1.8064       4.9733
    1296       2.3256       5.5119
    1297       1.8467       4.9012
    1298       1.8088       4.5999
    1299       1.8941       4.0272
    1300       2.0051       4.0420
    1301       1.8821       4.1124
    1302       1.8356       3.3027
    1303       2.1881       3.8380
    1304       2.0932       4.7407
    1305       1.9905       4.6807
    1306       1.8149       6.3051
    1307       1.6264       6.6140
    1308       1.5863       7.1627
    1309       1.4562       8.7905
    1310       1.4946       8.2077
    1311       1.4707       6.5260
    1312       1.7936       5.8931
    1313       1.6274       5.6424
    1314       1.5343       5.4093
    1315       1.4671       4.9389
    1316       1.4411       4.3715
    1317       1.5616       5.2243
    1318       1.5121       5.3385
    1319       1.6485       5.9794
    1320       1.7374       4.0388
    1321       1.7080       5.1913
    1322       1.5993       3.4167
    1323       1.6551       4.8372
    1324       1.7053       5.4929
    1325       1.6926       5.2473
    1326       1.4532       4.9450
    1327       1.8673       5.4348
    1328       1.6764       4.5058
    1329       1.6681       3.7197
    1330       1.5709       4.6222
    1331       1.7662       3.3032
    1332       1.6560       2.9243
    1333       1.4560       3.4951
    1334       1.4066       3.3919
    1335       1.5382       3.5724
    1336       1.4960       3.5604
    1337       1.5982       3.4340
    1338       1.4352       3.2690
    1339       1.6537       2.9136
    1340       1.3171       2.6041
    1341       1.3289       2.7490
    1342       1.3280       2.1748
    1343       1.5296       3.0579
    1344       1.4974       2.6316
    1345       1.4143       3.3863
    1346       1.4481       4.3798
    1347       1.3325       2.9335
    1348       1.2605       3.2561
    1349       1.2747       3.5202
    1350       1.1262       4.1133
    1351       1.2210       4.2502
    1352       1.1775       2.6564
    1353       1.2365       3.0963
    1354       1.4516       2.1744
    1355       1.3128       3.2253
    1356       1.2966       3.3461
    1357       1.2659       2.8621
    1358       1.0677       3.2842
    1359       1.3026       3.5709
    1360       1.2959       2.8792
    1361       1.2607       3.5439
    1362       1.2794       4.5886
    1363       1.1980       4.4583
    1364       1.3776       4.1499
    1365       1.3593       3.5620
    1366       1.5026       4.1302
    1367       1.3948       4.6512
    1368       1.5088       4.6211
    1369       1.3088       4.5922
    1370       1.4464       4.2156
    1371       1.3626       5.1147
    1372       1.3218       4.8139
    1373       1.2557       4.4611
    1374       1.1684       4.5090
    1375       1.3760       4.1165
    1376       1.4639       4.6035
    1377       1.4168       4.2894
    1378       1.3096       4.4545
    1379       1.2578       4.4721
    1380       1.2060       4.1408
    1381       1.1473       4.4701
    1382       1.4551       4.3424
    1383       1.4200       3.9881
    1384       1.3594       4.6040
    1385       1.4016       4.6478
    1386       1.6910       4.6727
    1387       1.4932       5.1126
    1388       1.4901       5.2490
    1389       1.3223       4.5258
    1390       1.1323       3.4480
    1391       1.1411       4.2420
    1392       1.4623       3.2743
    1393       1.4805       3.8434
    1394       1.3274       3.3081
    1395       1.2118       3.6571
    1396       1.2628       4.1090
    1397       1.2566       3.0111
    1398       1.2433       4.7123
    1399       1.2230       3.4830
    1400       1.5383       2.9603
    1401       1.2378       2.8622
    1402       1.2840       3.1014
    1403       1.2340       5.7313
    1404       1.2542       3.9144
    1405       1.3938       3.2976
    1406       1.3263       3.0909
    1407       1.4055       3.5286
    1408       1.3180       3.5284
    1409       1.3171       4.3579
    1410       1.3805       4.9811
    1411       1.4905       4.0403
    1412       1.2928       3.8802
    1413       1.3451       3.2566
    1414       1.3856       3.6580
    1415       1.5602       3.1681
    1416       1.5067       3.2119
    1417       1.5832       2.7803
    1418       1.5972       2.9451
    1419       1.3658       2.8731
    1420       1.2289       3.8804
    1421       1.4650       3.2993
    1422       1.1748       4.5883
    1423       1.1916       4.8308
    1424       1.1459       4.5287
    1425       1.0460       4.4226
    1426       1.2582       4.0232
    1427       1.3108       4.6937
    1428       1.3054       3.9367
    1429       1.4029       4.6231
    1430       1.3082       4.2045
    1431       1.3571       5.2384
    1432       1.1648       4.0158
    1433       1.3577       3.7820
    1434       1.2474       3.4621
    1435       1.3249       2.4407
    1436       1.4101       4.1142
    1437       1.3310       4.9523
    1438       1.4231       4.4430
    1439       1.2912       4.7440
    1440       1.3786       5.1735
    1441       1.3026       5.3116
    1442       1.3510       6.0148
    1443       1.2127       7.2197
    1444       1.2596       4.6945
    1445       1.2769       5.7727
    1446       1.4227       4.9999
    1447       1.4770       5.1830
    1448       1.3640       4.3623
    1449       1.1885       4.6834
    1450       1.4456       4.8048
    1451       1.1659       5.9498
    1452       1.2465       5.0805
    1453       1.2933       4.8370
    1454       1.1510       5.2935
    1455       1.2181       4.6285
    1456       1.2418       4.9543
    1457       1.3663       4.3246
    1458       0.9586       3.9509
    1459       1.3178       4.5173
    1460       1.2253       4.8184
    1461       1.1165       4.4950
    1462       1.1688       5.7956
    1463       1.2374       5.1312
    1464       1.0683       5.9337
    1465       1.2717       5.0445
    1466       1.0698       4.4516
    1467       1.1583       3.6833
    1468       1.1704       4.5236
    1469       1.1629       5.5486
    1470       1.1822       4.8861
    1471       1.4168       5.7544
    1472       1.8247       3.3188
    1473       1.4528       3.2225
    1474       1.8455       2.9253
    1475       1.8666       4.1051
    1476       1.6526       4.0696
    1477       1.6218       4.1935
    1478       1.7758       4.3565
    1479       1.6315       4.1718
    1480       1.5567       3.2658
    1481       1.1711       3.6490
    1482       1.4192       4.3233
    1483       1.7023       4.4455
    1484       1.3552       4.4424
    1485       1.3970       4.7432
    1486       1.2513       4.3880
    1487       1.2439       5.8054
    1488       1.4076       5.7255
    1489       1.7522       5.5079
    1490       1.3376       5.1219
    1491       1.5841       4.8475
    1492       1.5956       5.7567
    1493       1.4080       5.6865
    1494       1.2287       5.2495
    1495       1.3187       4.5645
    1496       1.3041       5.3348
    1497       1.6406       6.0442
    1498       1.5324       4.8020
    1499       1.8501       5.8822
    1500       1.5912       5.9344
    1501       1.3097       5.2336
    1502       1.1717       5.1661
    1503       0.9623       4.3512
    1504       1.2492       4.2267
    1505       1.2069       4.2500
    1506       1.3678       6.0020
    1507       1.0236       5.8294
    1508       1.0468       4.4817
    1509       1.2618       4.7395
    1510       1.2333       4.5874
    1511       1.1919       5.8800
    1512       1.2961       5.1565
    1513       1.3442       4.5612
    1514       1.4821       5.8494
    1515       1.4993       4.9701
    1516       1.7930       4.8079
    1517       1.6742       4.9625
    1518       1.5235       5.0633
    1519       1.1579       5.2431
    1520       1.1780       5.4500
    1521       1.2922       3.5608
    1522       1.2510       4.2409
    1523       1.3912       5.4714
    1524       1.2641       3.6501
    1525       1.3799       4.0039
    1526       1.3002       3.4870
    1527       1.2135       3.8180
    1528       1.2015       3.0167
    1529       1.2518       3.6853
    1530       1.1799       4.0577
    1531       1.2022       5.6023
    1532       1.0805       5.0069
    1533       1.7510       5.4855
    1534       1.9157       5.2026
    1535       1.6467       3.4429
    1536       1.6348       5.1221
    1537       1.4121       5.9402
    1538       1.3708       6.1549
    1539       1.5256       5.8815
    1540       1.4658       3.6137
    1541       1.4651       4.3920
    1542       1.4694       3.8916
    1543       1.2964       3.0637
    1544       1.5486       2.9947
    1545       1.4581       4.0919
    1546       1.4227       2.9589
    1547       1.3729       2.0635
    1548       1.3747       2.5210
    1549       1.1167       2.8591
    1550       1.5047       2.0451
    1551       1.2127       2.5181
    1552       1.3629       2.3093
    1553       1.3070       3.0853
    1554       1.4734       3.4997
    1555       1.3648       3.6960
    1556       1.2592       3.8784
    1557       1.4241       3.8213
    1558       1.2914       3.5947
    1559       1.4592       3.1738
    1560       1.3811       4.0785
    1561       1.6284       2.9216
    1562       1.3112       3.1441
    1563       1.2519       3.4570
    1564       1.4717       3.3353
    1565       1.4512       6.4178
    1566       1.4381       5.8068
    1567       1.3916       5.2844
    1568       1.4807       4.5119
    1569       1.3354       3.4593
    1570       1.2809       3.3430
    1571       1.1515       4.0068
    1572       1.2198       3.9924
    1573       1.2237       4.0736
    1574       1.4660       5.0496
    1575       1.1633       6.0722
    1576       1.1183       6.1851
    1577       1.5337       5.5986
    1578       1.2352       5.4959
    1579       1.4417       5.6389
    1580       1.5305       6.1115
    1581       1.5305       5.7353
    1582       1.6172       5.8841
    1583       1.4150       6.1167
    1584       1.4625       6.6620
    1585       1.4658       7.9523
    1586       1.3167       7.7444
    1587       1.4351       6.0871
    1588       1.1594       5.9040
    1589       1.0323       6.7124
    1590       1.4089       6.6219
    1591       1.2266       6.8174
    1592       1.1728       8.8035
    1593       1.2877       5.8462
    1594       1.3409       4.3663
    1595       1.5405       4.8614
    1596       1.5701       6.0242
    1597       1.4713       6.0013
    1598       1.5693       7.5469
    1599       1.8717       4.8415
    1600       1.9436       7.7755
    1601       1.6541       6.6232
    1602       1.7970       6.8901
    1603       1.8741       8.1410
    1604       1.8007       6.7426
    1605       1.6100       7.3780
    1606       1.5152       6.7270
    1607       1.4809       7.7479
    1608       1.5691       6.2334
    1609       1.4489       3.9973
    1610       1.3540       3.1069
    1611       1.4987       4.3520
    1612       1.6773       4.5695
    1613       1.6308       6.8708
    1614       1.6103       4.7335
    1615       1.6044       5.6504
    1616       1.6861       5.9395
    1617       1.7934       8.2671
    1618       2.3312       7.1584
    1619       1.9221       4.1453
    1620       2.0301       4.4718
    1621       2.1668       5.5301
    1622       2.1236       7.2841
    1623       2.1964       5.7455
    1624       1.8875       7.0618
    1625       1.9532       5.5606
    1626       1.9516       6.5439
    1627       1.7962       5.2875
    1628       1.5969       7.6762
    1629       1.8389       4.4823
    1630       1.5690       7.5485
    1631       1.8123       5.8640
    1632       1.7767       6.6107
    1633       1.8538       7.7417
    1634       1.7483       6.3121
    1635       1.5736       7.9728
    1636       1.7545       5.8688
    1637       1.8583       5.6260
    1638       1.4821       5.7935
    1639       1.7141       5.7415
    1640       1.1837       6.5363
    1641       1.3233       6.3878
    1642       1.5465       4.7057
    1643       1.4183       4.3881
    1644       1.6695       5.7728
    1645       1.3904       6.7161
    1646       1.8660       4.4480
    1647       2.1150       6.1237
    1648       1.9154       4.7423
    1649       2.2024       6.2386
    1650       2.2100       7.0201
    1651       2.1480       5.5836
    1652       2.5279       3.8576
    1653       2.2906       3.1169
    1654       2.2692       3.5581
    1655       2.1880       4.7569
    1656       2.2851       5.2312
    1657       1.9437       6.4276
    1658       2.0976       3.5238
    1659       2.3125       3.5985
    1660       2.2093       3.7868
    1661       2.4096       3.0380
    1662       1.9862       3.5054
    1663       2.1559       2.6886
    1664       2.4918       3.1233
    1665       1.9513       4.2415
    1666       2.3063       4.8000
    1667       1.8430       4.1713
    1668       2.1086       3.9212
    1669       2.4350       6.9069
    1670       2.4021       4.8560
    1671       1.9438       3.8873
    1672       2.3295       5.8438
    1673       2.4348       4.9851
    1674       2.5376       5.5311
    1675       2.1303       5.5723
    1676       1.9768       5.1275
    1677       1.9407       4.5709
    1678       2.2441       6.0105
    1679       2.1303       4.5002
    1680       2.1827       4.2569
    1681       2.4071       4.3738
    1682       2.4273       5.3482
    1683       1.8966       5.7280
    1684       1.8084       8.1811
    1685       2.3707       5.1451
    1686       2.1427       5.4454
    1687       2.2896       4.9910
    1688       1.9920       6.2300
    1689       1.9594       6.3442
    1690       2.2526       5.8925
    1691       2.3871       5.3292
    1692       2.1170       5.2799
    1693       1.9897       5.3779
    1694       1.8697       3.2704
    1695       1.9691       5.4009
    1696       1.7199       5.1014
    1697       2.1375       6.0026
    1698       2.5656       5.2552
    1699       2.0547       4.2125
    1700       2.5020       4.7625
    1701       2.3494       3.7143
    1702       2.1011       4.0622
    1703       2.3300       3.9691
    1704       2.0179       4.9033
    1705       1.7818       3.9734
    1706       2.3296       4.2951
    1707       2.0969       4.0745
    1708       1.9105       3.5458
    1709       2.1264       3.8382
    1710       2.2646       3.1969
    1711       2.1548       4.4607
    1712       2.0775       5.7439
    1713       2.2948       4.3312
    1714       2.6410       4.8935
    1715       2.7297       3.7585
    1716       2.5567       4.9912
    1717       2.9041       3.8634
    1718       2.4052       4.0336
    1719       2.4097       4.1358
    1720       2.2469       4.8094
    1721       2.3331       5.8366
    1722       1.9595       5.6541
    1723       2.2469       5.4897
    1724       2.2564       4.8306
    1725       2.2961       3.3447
    1726       2.2002       4.3523
    1727       2.1444       4.1552
    1728       1.9202       3.2779
    1729       2.1801       3.5841
    1730       2.0293       3.5980
    1731       2.2575       4.2476
    1732       1.9255       2.9254
    1733       2.0680       4.1203
    1734       2.1390       3.4451
    1735       2.0936       3.5168
    1736       2.0873       3.7769
    1737       2.0491       4.0282
    1738       2.0688       3.1948
    1739       2.3865       2.8480
    1740       2.5354       4.8324
    1741       2.7190       3.3162
    1742       2.3628       3.9197
    1743       2.4754       2.8990
    1744       2.3436       3.9473
    1745       2.2340       4.9537
    1746       2.1158       5.1551
    1747       2.1598       5.1543
    1748       2.1425       4.8850
    1749       2.3057       5.4265
    1750       2.4378       5.7254
    1751       2.1967       5.8044
    1752       2.1107       3.9659
    1753       2.4411       5.0064
    1754       2.0348       4.8802
    1755       2.5067       5.1985
    1756       2.3433       5.1171
    1757       2.5868       8.1813
    1758       3.1176       9.8707
    1759       2.6728       8.4739
    1760       2.9005       8.9979
    1761       2.7748       7.7141
    1762       2.2063       9.3057
    1763       2.8171       7.9616
    1764       2.9712       7.8079
    1765       2.8628       9.0892
    1766       2.4251       7.8460
    1767       2.3537       8.2197
    1768       2.1642       8.0110
    1769       2.4408       7.8420
    1770       2.2383       6.3993
    1771       2.8449       6.9513
    1772       2.4681       7.2402
    1773       2.4798       7.8422
    1774       2.3653       7.3209
    1775       2.2191       6.9985
    1776       1.9745       7.5864
    1777       2.1502       7.6079
    1778       1.6973       7.6214
    1779       2.2056       7.8501
    1780       2.4888       8.4242
    1781       2.6763       8.0944
    1782       2.6019       7.5073
    1783       2.4792       8.8036
    1784       2.2382       8.4860
    1785       2.1575       7.9755
    1786       2.4858       7.6921
    1787       2.3264       7.9994
    1788       2.3666       7.9775
    1789       2.5282       7.2846
    1790       1.9531       9.2546
    1791       1.7694       8.7676
    1792       2.0381       8.2376
    1793       1.6425       8.2975
    1794       1.3499       7.1210
    1795       1.4998       7.9942
    1796       1.4243       8.5094
    1797       1.2722       8.7384
    1798       1.3152       9.2245
    1799       1.3584       8.7777
    1800       1.1908       8.3389
    1801       1.3331       7.9681
    1802       1.4247       8.5857
    1803       1.6094       7.8828
    1804       1.4587       8.6033
    1805       1.6235       8.2101
    1806       1.5881       8.4592
    1807       1.5292       7.7610
    1808       1.2500       8.9388
    1809       1.4654      10.1444
    1810       1.1933       8.8082
    1811       1.4458       8.8111
    1812       1.3054       8.7910
    1813       1.1703       8.6128
    1814       0.9898       8.1927
    1815       1.1674       8.8904
    1816       0.9661       8.2566
    1817       1.1053       8.9488
    1818       1.2733       9.4149
    1819       1.1178       9.2373
    1820       1.4679       9.5032
    1821       1.3108       8.8251
    1822       1.5977       8.2448
    1823       1.2358       7.7142
    1824       1.3826       8.9315
    1825       1.3659       8.3679
    1826       1.5453       8.1708
    1827       1.3660       8.0751
    1828       1.1503       9.6911
    1829       1.2406       9.1867
    1830       1.0838       9.5240
    1831       1.3079       8.8233
    1832       1.6481       9.5064
    1833       1.6038       9.2218
    1834       2.0407      10.3874
    1835       1.3585       9.1408
    1836       1.3667       9.1199
    1837       1.2334       8.1423
    1838       1.2256       8.8821
    1839       1.0685       9.4103
    1840       1.4722       7.1882
    1841       1.7646       7.3693
    1842       1.4840       7.4453
    1843       1.5381       6.9973
    1844       1.8881       6.9023
    1845       1.5225       6.1410
    1846       1.3569       6.9269
    1847       1.5624       5.9477
    1848       1.6127       8.3253
    1849       1.1567       8.6627
    1850       1.5407       8.2430
    1851       1.6884       7.1229
    1852       2.0730       7.6592
    1853       2.0257       7.2918
    1854       1.5382       8.3340
    1855       1.5167       7.0387
    1856       1.6855       7.7399
    1857       1.8410       7.7199
    1858       1.7913       8.2624
    1859       1.6128       7.8705
    1860       1.9318       9.0248
    1861       1.8371       8.3642
    1862       1.7173       7.0550
    1863       1.8564       8.6015
    1864       1.8517       9.1005
    1865       1.3410       8.9440
    1866       1.3053       9.1329
    1867       2.0642       9.2074
    1868       1.8157       9.1645
    1869       1.5622       8.0271
    1870       2.0039       8.6983
    1871       2.0248       9.4145
    1872       1.5618       8.5878
    1873       1.4286       9.1877
    1874       1.6100       8.1447
    1875       2.1915       8.0256
    1876       1.8893       8.9688
    1877       1.9356       8.8136
    1878       2.1832       8.8610
    1879       1.7985       8.1206
    1880       1.6806       8.6427
    1881       1.8925       8.4200
    1882       1.6842       9.3049
    1883       1.7382      11.0440
    1884       1.9954       9.4240
    1885       1.7624       8.2112
    1886       1.5513       8.0180
    1887       1.8904       6.2241
    1888       1.7410       6.3768
    1889       1.8241       8.3165
    1890       1.9187       7.3593
    1891       1.8812       8.5809
    1892       1.4963       8.1445
    1893       1.5782       7.6721
    1894       1.9028       9.8301
    1895       1.3273       7.6356
    1896       1.4982       9.1505
    1897       1.8729       6.7110
    1898       1.1180       7.6480
    1899       1.2829       7.4689
    1900       1.8079       8.3868
    1901       1.6244       8.0233
    1902       1.3483       8.4134
    1903       1.5487       9.1526
    1904       1.2269       8.5304
    1905       1.5278      10.4224
    1906       1.2135       9.8032
    1907       1.4657       8.2930
    1908       1.5174       6.8050
    1909       1.4536       7.8778
    1910       1.4215       9.0513
    1911       1.2867       7.5904
    1912       1.5812       7.7389
    1913       1.9094       8.7003
    1914       1.5520       8.4099
    1915       1.9617       7.9455
    1916       1.6719       6.4452
    1917       1.5797       6.2654
    1918       1.3851       6.7587
    1919       1.3126       7.6660
    1920       1.5889       9.7815
    1921       1.6972       9.4954
    1922       1.6091       9.5384
    1923       2.1755       7.1810
    1924       1.6043       7.3887
    1925       1.8064       7.6284
    1926       2.0851       7.2455
    1927       1.5259       7.5292
    1928       1.7513       8.4164
    1929       1.7338       7.8255
    1930       1.8661       7.8020
    1931       2.1826       9.1003
    1932       1.4089       7.9655
    1933       2.0085       6.9749
    1934       1.8593       8.3632
    1935       1.8809       7.7465
    1936       1.7852       8.0448
    1937       1.9419       9.9728
    1938       1.6951       9.4363
    1939       1.7493       8.0032
    1940       1.7339       8.6451
    1941       1.7377       7.4629
    1942       2.0104       8.1264
    1943       1.7591       7.8871
    1944       1.5364       7.5362
    1945       1.6598       7.6879
    1946       2.1896       8.6465
    1947       1.6108       7.8574
    1948       1.7112       8.0167
    1949       1.5913       8.8750
    1950       2.0232       8.0593
    1951       2.0080       7.9710
    1952       1.9054       8.6828
    1953       1.9661       8.5037
    1954       1.7881       7.0872
    1955       1.6091       7.8788
    1956       1.7753       7.9896
    1957       2.0805      10.2210
    1958       1.8329       9.2927
    1959       1.6517       8.4550
    1960       1.9185       8.5334
    1961       2.0274       8.0727
    1962       1.9751       7.2468
    1963       1.6577       7.9451
    1964       2.0559       8.3124
    1965       1.7181       7.7291
    1966       1.9237       9.1406
    1967       1.8517       8.0587
    1968       1.6419       7.9282
    1969       1.8905       7.9285
    1970       2.1885       8.7702
    1971       1.8320       8.6124
    1972       1.9056       8.7967
    1973       2.3714       8.2353
    1974       1.8654       8.4273
    1975       1.8233       7.2161
    1976       2.4518       8.7890
    1977       2.3170       9.5315
    1978       2.1931       6.9464
    1979       2.1820       7.8051
    1980       2.2214       8.5841
    1981       2.0352       8.4897
    1982       2.3825       8.4714
    1983       2.2388       8.4007
    1984       2.1205       9.1936
    1985       1.8090       8.0075
    1986       2.1741       9.2329
    1987       2.2997       7.9901
    1988       1.6857       8.8030
    1989       1.7114       8.6553
    1990       1.8027       8.1065
    1991       1.6486       7.7704
    1992       2.2230       8.2046
    1993       1.7818       7.5393
    1994       1.5883       6.8895
    1995       1.7070       7.5697
    1996       1.9478       7.2051
    1997       2.0598       7.0200
    1998       2.1537       6.2636
    1999       1.7483       7.9376
    2000       2.1688       8.0321
    2001       0.6285       0.7822
    2002       0.8880       1.9034
    2003       1.2913       1.9243
    2004       1.1850       1.6465
    2005       1.0557       3.2298
    2006       0.9190       1.8245
    2007       1.2898       3.2398
    2008       1.1255       2.4832
    2009       0.8910       3.2043
    2010       1.1656       2.9054
    2011       1.1267       2.7504
    2012       1.1467       2.9739
    2013       0.9639       3.4818
    2014       1.5067       3.6103
    2015       1.1084       4.1791
    2016       0.9890       3.9186
    2017       0.9268       3.6060
    2018       0.9484       4.2403
    2019       1.1134       3.3332
    2020       1.0468       4.6292
    2021       1.2770       4.2896
    2022       1.2792       4.4309
    2023       1.3537       4.4091
    2024       1.1333       3.9354
    2025       1.0544       3.5941
    2026       1.2484       3.7060
    2027       1.1049       3.5433
    2028       1.1676       2.9351
    2029       1.2327       3.3842
    2030       1.2777       3.9416
    2031       1.0136       4.3204
    2032       1.2282       4.4806
    2033       1.1080       3.8186
    2034       1.1091       3.5673
    2035       1.3745       8.1252
    2036       1.4919       9.8032
    2037       1.5645      10.6278
    2038       1.5181       8.4006
    2039       1.5934       6.8075
    2040       1.1829       7.6724
    2041       1.1736       9.7869
    2042       1.0263       9.0031
    2043       1.2429       8.2344
    2044       1.3793       8.6919
    2045       1.3451       9.7714
    2046       0.9834       8.8086
    2047       1.0762       9.0009
    2048       1.1671       9.0091
    2049       1.2993       8.9240
    2050       1.2914       7.8472
    2051       1.0761       8.8554
    2052       1.4206       9.7335
    2053       1.1750       7.8345
    2054       1.5953       7.7817
    2055       1.3222       9.3566
    2056       1.3626       9.2472
    2057       1.2220       8.4095
    2058       1.2537       9.3228
    2059       1.1949       9.6403
    2060       1.3535       8.4597
    2061       1.2672       9.4650
    2062       1.3792      10.4337
    2063       1.0906       6.7753
    2064       1.1569       6.6933
    2065       1.2716       7.2003
    2066       1.2235       7.0491
    2067       1.3662       7.4403
    2068       1.4858       7.1283
